Date,Soil_temperature
31/03/2005,8.02725
01/04/2005,8.16875
02/04/2005,7.30325
03/04/2005,9.4905
04/04/2005,9.312
05/04/2005,9.64575
06/04/2005,11.15
07/04/2005,12.4025
08/04/2005,13.24075
09/04/2005,12.405
10/04/2005,12.50775
11/04/2005,12.41875
12/04/2005,10.9925
13/04/2005,10.7645
14/04/2005,11.5895
15/04/2005,11.42425
16/04/2005,11.44675
17/04/2005,12.45925
18/04/2005,13.68525
19/04/2005,13.80825
20/04/2005,15.66975
21/04/2005,15.735
22/04/2005,13.5885
23/04/2005,13.19375
24/04/2005,14.96
25/04/2005,13.79425
26/04/2005,13.4935
27/04/2005,14.195
28/04/2005,14.61225
29/04/2005,14.07025
30/04/2005,14.124
01/05/2005,14.81625
02/05/2005,13.935
03/05/2005,13.4265
04/05/2005,13.0765
05/05/2005,13.1795
06/05/2005,13.54425
07/05/2005,12.7655
08/05/2005,12.249
09/05/2005,13.7
10/05/2005,15.47975
11/05/2005,17.18575
12/05/2005,17.22225
13/05/2005,15.114
14/05/2005,15.488
15/05/2005,15.985
16/05/2005,15.256
17/05/2005,15.829
18/05/2005,15.72
19/05/2005,15.496
20/05/2005,15.4675
21/05/2005,15.5815
22/05/2005,14.90025
23/05/2005,14.43225
24/05/2005,13.899
25/05/2005,13.50125
26/05/2005,13.7075
27/05/2005,14.79225
28/05/2005,15.57375
29/05/2005,15.22425
30/05/2005,14.832
31/05/2005,14.257
01/06/2005,14.67525
02/06/2005,17.7925
03/06/2005,18.6665
04/06/2005,19.52875
05/06/2005,20.29125
06/06/2005,20.27125
07/06/2005,19.2515
08/06/2005,18.904
09/06/2005,19.415
10/06/2005,21.94125
11/06/2005,22.9005
12/06/2005,23.454
13/06/2005,23.821
14/06/2005,24.3895
15/06/2005,21.08625
16/06/2005,18.726
17/06/2005,17.661
18/06/2005,19.20725
19/06/2005,19.33475
20/06/2005,19.328
21/06/2005,20.23775
22/06/2005,20.874
23/06/2005,20.01925
24/06/2005,20.62275
25/06/2005,22.224
26/06/2005,23.131
27/06/2005,22.03725
28/06/2005,23.5685
29/06/2005,24.3165
30/06/2005,24.416
01/07/2005,24.24625
02/07/2005,23.8455
03/07/2005,22.37775
04/07/2005,22.2635
05/07/2005,22.65075
06/07/2005,23.30125
07/07/2005,22.0215
08/07/2005,20.81
09/07/2005,19.95075
10/07/2005,21.6325
11/07/2005,23.341
12/07/2005,23.4535
13/07/2005,22.98825
14/07/2005,23.07825
15/07/2005,24.19725
16/07/2005,24.3535
17/07/2005,24.3945
18/07/2005,25.07725
19/07/2005,25.527
20/07/2005,24.1705
21/07/2005,24.89125
22/07/2005,24.8975
23/07/2005,24.70075
24/07/2005,23.62725
25/07/2005,24.07375
26/07/2005,24.6885
27/07/2005,25.754
28/07/2005,22.73475
29/07/2005,23.31025
30/07/2005,23.77125
31/07/2005,23.663
01/08/2005,23.185
02/08/2005,24.3045
03/08/2005,25.0395
04/08/2005,25.417
05/08/2005,25.486
06/08/2005,24.78975
07/08/2005,24.29725
08/08/2005,25.12825
09/08/2005,25.04525
10/08/2005,25.121
11/08/2005,25.71725
12/08/2005,25.4725
13/08/2005,26.4145
14/08/2005,26.2635
15/08/2005,24.7865
16/08/2005,23.676
17/08/2005,24.15975
18/08/2005,23.29925
19/08/2005,22.99825
20/08/2005,23.2405
21/08/2005,24.6225
22/08/2005,24.0235
23/08/2005,22.88975
24/08/2005,22.60625
25/08/2005,22.2935
26/08/2005,22.4575
27/08/2005,22.864
28/08/2005,23.56625
29/08/2005,24.5705
30/08/2005,25.056
31/08/2005,25.4115
01/09/2005,24.97575
02/09/2005,23.924
03/09/2005,23.61275
04/09/2005,22.79375
05/09/2005,22.10825
06/09/2005,21.85875
07/09/2005,22.3145
08/09/2005,22.634
09/09/2005,22.5955
10/09/2005,21.3825
11/09/2005,20.3615
12/09/2005,21.72725
13/09/2005,23.376
14/09/2005,23.92525
15/09/2005,24.29725
16/09/2005,22.135
17/09/2005,23.231
18/09/2005,22.947
19/09/2005,22.2385
20/09/2005,22.5335
21/09/2005,22.36625
22/09/2005,22.29575
23/09/2005,22.75825
24/09/2005,20.84775
25/09/2005,19.3095
26/09/2005,20.8985
27/09/2005,21.7425
28/09/2005,19.557
29/09/2005,19.933
30/09/2005,18.15975
01/10/2005,17.78475
02/10/2005,19.003
03/10/2005,19.69175
04/10/2005,20.34975
05/10/2005,20.69325
06/10/2005,21.69825
07/10/2005,22.351
08/10/2005,22.0035
09/10/2005,15.91325
10/10/2005,15.97725
11/10/2005,16.08
12/10/2005,14.25025
13/10/2005,14.59325
14/10/2005,16.87075
15/10/2005,17.007
16/10/2005,16.667
17/10/2005,16.30075
18/10/2005,16.037
19/10/2005,16.575
20/10/2005,16.11
21/10/2005,15.1045
22/10/2005,14.323
23/10/2005,13.4885
24/10/2005,13.70125
25/10/2005,12.46175
26/10/2005,11.84175
27/10/2005,12.27475
28/10/2005,12.688
29/10/2005,12.4625
30/10/2005,13.30075
31/10/2005,14.54
01/11/2005,15.30125
02/11/2005,15.2335
03/11/2005,13.78975
04/11/2005,15.08275
05/11/2005,15.59225
06/11/2005,15.16
07/11/2005,14.70425
08/11/2005,14.07325
09/11/2005,13.645
10/11/2005,13.94775
11/11/2005,12.165
12/11/2005,11.052
13/11/2005,11.96975
14/11/2005,13.62775
15/11/2005,12.569
16/11/2005,14.3295
17/11/2005,13.619
18/11/2005,11.16175
19/11/2005,10.31975
20/11/2005,10.394
21/11/2005,10.898
22/11/2005,11.45775
23/11/2005,9.6455
24/11/2005,8.5205
25/11/2005,8.90275
26/11/2005,8.81825
27/11/2005,8.99725
28/11/2005,9.303
29/11/2005,11.99775
30/11/2005,14.61225
01/12/2005,12.50525
02/12/2005,11.421
03/12/2005,9.489
04/12/2005,8.492
05/12/2005,8.407
06/12/2005,8.4685
07/12/2005,7.91725
08/12/2005,7.27625
09/12/2005,7.0605
10/12/2005,7.404
11/12/2005,7.5205
12/12/2005,6.219
13/12/2005,6.0425
14/12/2005,7.994
15/12/2005,7.96075
16/12/2005,7.7285
17/12/2005,7.85
18/12/2005,7.94
19/12/2005,7.93075
20/12/2005,7.78
21/12/2005,7.54275
22/12/2005,7.40775
23/12/2005,7.57225
24/12/2005,7.71175
25/12/2005,7.8025
26/12/2005,7.32325
27/12/2005,6.99075
28/12/2005,7.0365
29/12/2005,7.5655
30/12/2005,7.41025
31/12/2005,6.77675
01/01/2006,6.62525
02/01/2006,6.7175
03/01/2006,6.903
04/01/2006,7.07
05/01/2006,7.268
06/01/2006,7.35275
07/01/2006,7.1115
08/01/2006,7.067
09/01/2006,7.3305
10/01/2006,7.29425
11/01/2006,7.5095
12/01/2006,7.87575
13/01/2006,7.87
14/01/2006,10.3745
15/01/2006,8.6375
16/01/2006,5.89675
17/01/2006,5.16675
18/01/2006,4.31425
19/01/2006,3.5445
20/01/2006,4.20625
21/01/2006,5.61175
22/01/2006,4.423
23/01/2006,3.543
24/01/2006,3.65125
25/01/2006,3.6215
26/01/2006,3.5415
27/01/2006,3.61625
28/01/2006,3.667
29/01/2006,3.14475
30/01/2006,2.916
31/01/2006,3.17875
01/02/2006,5.79425
02/02/2006,6.8025
03/02/2006,7.47375
04/02/2006,8.4425
05/02/2006,9.3835
06/02/2006,8.32075
07/02/2006,7.19575
08/02/2006,6.27625
09/02/2006,6.10425
10/02/2006,5.768
11/02/2006,5.3745
12/02/2006,5.45625
13/02/2006,5.543
14/02/2006,5.845
15/02/2006,5.79325
16/02/2006,6.71875
17/02/2006,7.23175
18/02/2006,5.49
19/02/2006,4.192
20/02/2006,4.41975
21/02/2006,4.844
22/02/2006,5.16625
23/02/2006,5.6835
24/02/2006,5.477
25/02/2006,4.816
26/02/2006,4.994
27/02/2006,4.69875
28/02/2006,4.50225
01/03/2006,4.5575
02/03/2006,4.53425
03/03/2006,4.4045
04/03/2006,4.39025
05/03/2006,4.99175
06/03/2006,5.09175
07/03/2006,5.24125
08/03/2006,5.49975
09/03/2006,5.98225
10/03/2006,7.22225
11/03/2006,7.66775
12/03/2006,7.1
13/03/2006,8.18025
14/03/2006,9.455
15/03/2006,6.921
16/03/2006,6.20075
17/03/2006,6.27425
18/03/2006,5.8995
19/03/2006,5.9115
20/03/2006,5.8785
21/03/2006,5.991
22/03/2006,6.259
23/03/2006,6.7925
24/03/2006,6.9345
25/03/2006,7.04
26/03/2006,7.40925
27/03/2006,8.011
28/03/2006,8.68625
29/03/2006,9.161
30/03/2006,10.22925
31/03/2006,11.2865
01/04/2006,12.3565
02/04/2006,12.4845
03/04/2006,11.33925
04/04/2006,10.44875
05/04/2006,8.96825
06/04/2006,8.9845
07/04/2006,9.33225
08/04/2006,10.459
09/04/2006,9.6485
10/04/2006,10.84325
11/04/2006,11.46275
12/04/2006,12.22825
13/04/2006,13.6345
14/04/2006,14.148
15/04/2006,14.8185
16/04/2006,14.30975
17/04/2006,13.38275
18/04/2006,13.933
19/04/2006,14.914
20/04/2006,15.3875
21/04/2006,15.10025
22/04/2006,13.30175
23/04/2006,12.13825
24/04/2006,12.23625
25/04/2006,12.90775
26/04/2006,11.726
27/04/2006,11.6285
28/04/2006,13.47175
29/04/2006,13.6445
30/04/2006,13.9095
01/05/2006,14.189
02/05/2006,13.62575
03/05/2006,13.587
04/05/2006,15.772
05/05/2006,17.7525
06/05/2006,16.711
07/05/2006,15.93975
08/05/2006,16.2165
09/05/2006,15.83975
10/05/2006,15.12975
11/05/2006,15.6565
12/05/2006,15.198
13/05/2006,14.8125
14/05/2006,13.9455
15/05/2006,14.16075
16/05/2006,14.8705
17/05/2006,16.0025
18/05/2006,17.32875
19/05/2006,16.52975
20/05/2006,15.92325
21/05/2006,15.286
22/05/2006,14.8125
23/05/2006,14.42125
24/05/2006,15.44975
25/05/2006,16.72175
26/05/2006,17.6185
27/05/2006,18.8315
28/05/2006,19.54525
29/05/2006,20.09225
30/05/2006,20.60825
31/05/2006,20.12875
01/06/2006,20.5215
02/06/2006,20.56425
03/06/2006,18.8165
04/06/2006,18.1305
05/06/2006,18.33
06/06/2006,18.879
07/06/2006,18.55775
08/06/2006,17.906
09/06/2006,18.41175
10/06/2006,18.2785
11/06/2006,17.74425
12/06/2006,18.639
13/06/2006,19.8395
14/06/2006,20.43075
15/06/2006,20.31025
16/06/2006,20.24475
17/06/2006,20.35575
18/06/2006,21.43325
19/06/2006,23.17775
20/06/2006,22.762
21/06/2006,21.8615
22/06/2006,21.75575
23/06/2006,22.483
24/06/2006,22.296
25/06/2006,22.0535
26/06/2006,22.3695
27/06/2006,23.09075
28/06/2006,23.0175
29/06/2006,23.467
30/06/2006,23.099
01/07/2006,22.4315
02/07/2006,23.184
03/07/2006,23.9535
04/07/2006,24.04
05/07/2006,23.619
06/07/2006,22.6345
07/07/2006,22.071
08/07/2006,22.28375
09/07/2006,22.7865
10/07/2006,22.97125
11/07/2006,23.0525
12/07/2006,23.41125
13/07/2006,24.1065
14/07/2006,24.12425
15/07/2006,24.58725
16/07/2006,24.9485
17/07/2006,25.3045
18/07/2006,25.86875
19/07/2006,25.34275
20/07/2006,24.10575
21/07/2006,24.54025
22/07/2006,24.517
23/07/2006,24.1645
24/07/2006,23.2295
25/07/2006,23.86125
26/07/2006,24.41975
27/07/2006,24.9385
28/07/2006,25.32875
29/07/2006,25.054
30/07/2006,25.252
31/07/2006,24.29975
01/08/2006,25.3605
02/08/2006,26.42625
03/08/2006,26.50975
04/08/2006,25.34925
05/08/2006,24.839
06/08/2006,23.749
07/08/2006,24.37525
08/08/2006,24.73625
09/08/2006,23.28425
10/08/2006,23.1525
11/08/2006,22.69825
12/08/2006,21.31175
13/08/2006,20.75875
14/08/2006,21.3015
15/08/2006,22.92125
16/08/2006,22.6915
17/08/2006,22.6975
18/08/2006,22.81425
19/08/2006,23.04275
